-0.49,0.33,0.14590440264435
0.35,-0.08,0.13940053886812
-0.56,-0.82,1.5409676879957
-0.43,0.62,-0.85722980244069
0.67,0.7,-0.20855008846195
0.54,0.06,0.15131957936547
-0.8,-0.8,1.4133733856405
-0.83,-0.74,1.5434529881587
-0.05,0.01,-0.21431381573576
-0.41,-0.59,0.80242918657098
-0.98,-0.92,1.7035224010601
0.94,0.02,0.93605632873985
0.8,0.94,-0.5383060650166
0.96,-0.52,1.4231565312725
0.95,-0.42,1.6308833760647
-0.42,-0.54,0.68559145331487
0.91,0.94,-0.034104199249543
0.38,-0.65,0.44382877897823
-0.89,0.96,-0.1986670413064
0.97,0.79,0.23431734214008
0.66,0.5,-0.091368672445598
-0.16,0.87,-0.74239802391648
0.71,0.01,0.54075900455417
-0.88,-0.34,1.0345517646752
-0.98,-0.28,0.82110544173535
0.07,-0.96,0.95990478386997
-0.2,0,-0.16937681136171
0.07,-0.4,0.081125182405385
-0.06,0.02,-0.26691333796529
0.08,-0.11,0.38112226632704
0.61,0.66,-0.11654578897303
0.35,0.52,-0.48040272372145
0.59,-0.27,0.72395071868171
0.87,0.71,-0.087864444211474
-0.32,0.84,-0.73243527979182
0.49,-0.67,1.1070180744429
0.33,-0.68,0.76708542737063
-0.81,0.04,0.85146532335933
0.34,-0.68,0.95732217419532
0.7,0.37,0.39290107765104
0.04,-0.23,0.5468743818139
0.42,0.84,-0.68354094929967
0.78,-0.52,1.4250001237031
-0.57,-0.29,0.76381996314192
0.51,0.51,-0.30422903718726
0.6,0.12,-0.094005637364381
0.17,-0.05,0.38644851917042
-0.36,-0.25,0.41432850569006
0.68,-0.5,1.1694999582306
-0.55,-0.65,1.1731655396886
-0.67,0.94,-0.52111756600019
-0.31,0.67,-0.63669327525636
